"CAT","AN","Q_CAT","Q_AN","FORMULA","Name","IDENT","M_WT","CAT_WT","AN_WT","Max","FLD","Ink","A_WT","ShowCalc","NoMol","FCALC","Visible","order","ShowOrder","Format","Flag","System","qAtom","Atoms","SimpleComp"
,,,,"Tl2Se3","TlâSeã","tl2se3",645.6466064453125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tl 2 204.3833 Se 3 78.96 ",
,,,,"SnTe","SnTe","snte",246.30999755859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Sn 1 118.71 Te 1 127.6 ",
,,,,"N","N","n0",14.006739616394043,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"N 1 14.00674 ",
,,,,"Y","Y","y0",88.90585327148438,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Y 1 88.90585 ",
,,,,"HgTe","HgTe","hgte",328.19000244140625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Hg 1 200.59 Te 1 127.6 ",
,,,,"HgSe","HgSe","hgse",279.54998779296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Hg 1 200.59 Se 1 78.96 ",
,,,,"BiTe","BiTe","bite",336.5804138183594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Bi 1 208.9804 Te 1 127.6 ",
,,,,"InTe","InTe","inte",242.4199981689453,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"In 1 114.82 Te 1 127.6 ",
,,,,"Nd","Nd","nd0",144.24000549316406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Nd 1 144.24 ",
,,,,"Tb","Tb","tb0",158.92529296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Tb 1 158.9253 ",
,,,,"Dy","Dy","dy0",162.5,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Dy 1 162.5 ",
,,,,"Ag2CO3","AgâCOã","agco",275.74560546875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Ag 2 107.8682 C 1 12.011 O 3 15.9994 ",
,,,,"AgNO3","AgNOã","agno",169.8730926513672,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ag 1 107.8682 N 1 14.00674 O 3 15.9994 ",
,,,,"BaSe","BaSe","base",216.28700256347656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ba 1 137.327 Se 1 78.96 ",
,,,,"Ga2Se3","GaâSeã","ga2se3",376.32598876953125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ga 2 69.723 Se 3 78.96 ",
,,,,"Yb","Yb","yb0",173.0399932861328,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Yb 1 173.04 ",
,,,,"SrSe","SrSe","srse",166.5800018310547,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Sr 1 87.62 Se 1 78.96 ",
,,,,"P2Se3","PâSeã","p2se3",298.8275146484375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"P 2 30.97376 Se 3 78.96 ",
,,,,"P2Se5","PâSeå","p2se5",456.74749755859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"P 2 30.97376 Se 5 78.96 ",
,,,,"Bi2Te3","BiâTeã","bi2te3",800.7606811523438,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Bi 2 208.9804 Te 3 127.6 ",
,,,,"Pr2Se3","PrâSeã","pr2se3",518.6953735351562,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Pr 2 140.9077 Se 3 78.96 ",
,,,,"Tl2S3","TlâSã","tl2s3",504.964599609375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tl 2 204.3833 S 3 32.066 ",
,,,,"AsS","AsS","ass1",106.98760223388672,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"As 1 74.92159 S 1 32.066 ",
,,,,"SbI3","SbIã","sbi3",502.4635009765625,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Sb 1 121.75 I 3 126.9045 ",
,,,,"Gd","Gd","gd0",157.25,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Gd 1 157.25 ",
,,,,"Sc","Sc","sc0",44.955909729003906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Sc 1 44.95591 ",
,,,,"AgGaS2","AgGaSâ","aggas2",241.72320556640625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ag 1 107.8682 Ga 1 69.723 S 2 32.066 ",
,,,,"Ga2Te3","GaâTeã","ga2te3",522.2459716796875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ga 2 69.723 Te 3 127.6 ",
,,,,"GaTe","GaTe","gate",197.322998046875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ga 1 69.723 Te 1 127.6 ",
,,,,"InI3","InIã","ini3",495.53350830078125,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"In 1 114.82 I 3 126.9045 ",
,,,,"Fe2(SO4)3","Feâ(SOä)ã","feso",399.8847961425781,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Fe 2 55.847 S 3 32.066 O 12 15.9994 ",
,,,,"H2S","HâS","h2s",34.081878662109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"H 2 1.00794 S 1 32.066 ",
,,,,"Al2S3","AlâSã","al2s3",150.16110229492188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Al 2 26.98154 S 3 32.066 ",
,,,,"Na2Se","NaâSe","na2se",124.93949890136719,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Na 2 22.98977 Se 1 78.96 ",
,,,,"CoS","CoS","cos",90.99920654296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Co 1 58.9332 S 1 32.066 ",
,,,,"Li ","Li ","li0",6.940999984741211,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Li 1 6.941 ",
,,,,"Lu","Lu","lu0",174.9669952392578,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Lu 1 174.967 ",
,,,,"Eu","Eu","eu0",151.96499633789062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Eu 1 151.965 ",
,,,,"TlAsS2","TlAsSâ","tlass2",343.4368896484375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Tl 1 204.3833 As 1 74.92159 S 2 32.066 ",
,,,,"Tm2S3","TmâSã","tm2s3",434.06640625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tm 2 168.9342 S 3 32.066 ",
,,,,"TlSe","TlSe","tlse1",283.3432922363281,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Tl 1 204.3833 Se 1 78.96 ",
,,,,"GaSe","GaSe","gase",148.68299865722656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ga 1 69.723 Se 1 78.96 ",
,,,,"Zr","Zr","zr0",91.2239990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Zr 1 91.224 ",
,,,,"Tm","Tm","tm0",168.9342041015625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Tm 1 168.9342 ",
,,,,"TlTiS3","TlTiSã","tltis3",348.4613037109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tl 1 204.3833 Ti 1 47.88 S 3 32.066 ",
,,,,"Ag2MoO4","AgâMoOä","ag2mo4",375.67401123046875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Ag 2 107.8682 Mo 1 95.94 O 4 15.9994 ",
,,,,"Sr","Sr","sr0",87.62000274658203,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Sr 1 87.62 ",
,,,,"Nb","Nb","nb0",92.90637969970703,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Nb 1 92.90638 ",
,,,,"W","W","w0",183.85000610351562,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"W 1 183.85 ",
,,,,"Ta","Ta","ta0",180.94790649414062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ta 1 180.9479 ",
,,,,"TlS2","TlSâ","tls2",268.5152893066406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Tl 1 204.3833 S 2 32.066 ",
,,,,"Tl2TiS3","TlâTiSã","tl2tis",552.8446044921875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Tl 2 204.3833 Ti 1 47.88 S 3 32.066 ",
,,,,"Cs2S","CsâS","cs2s",297.8768005371094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Cs 2 132.9054 S 1 32.066 ",
,,,,"Rb2S","RbâS","rb2s",203.00160217285156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Rb 2 85.4678 S 1 32.066 ",
,,,,"P3N5","PãNå","p3n5",162.9550018310547,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"P 3 30.97376 N 5 14.00674 ",
,,,,"SbS2","SbSâ","sbs2",185.8820037841797,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Sb 1 121.75 S 2 32.066 ",
,,,,"InSe","InSe","inse",193.77999877929688,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"In 1 114.82 Se 1 78.96 ",
,,,,"SiSe2","SiSeâ","sise2",186.0054931640625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Si 1 28.0855 Se 2 78.96 ",
,,,,"Ho","Ho","ho0",164.9302978515625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ho 1 164.9303 ",
,,,,"Ag4SSe","AgäSSe","ag4sse",542.498779296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Ag 4 107.8682 S 1 32.066 Se 1 78.96 ",
,,,,"Li3PO4","LiãPOä","li3po4",115.79440307617188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Li 3 6.941 P 1 30.97376 O 4 15.9994 ",
,,,,"GeTe2","GeTeâ","gete2",327.80999755859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ge 1 72.61 Te 2 127.6 ",
,,,,"Ti","Ti","ti0",47.880001068115234,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ti 1 47.88 ",
,,,,"GeSb","GeSb","gesb",194.36000061035156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ge 1 72.61 Sb 1 121.75 ",
,,,,"AsTe","AsTe","aste",202.5216064453125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"As 1 74.92159 Te 1 127.6 ",
,,,,"Cu2WO4","CuâWOä","cu2wo4",374.9396057128906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Cu 2 63.546 W 1 183.85 O 4 15.9994 ",
,,,,"CuPO3","CuPOã","cupo3",142.51800537109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Cu 1 63.546 P 1 30.97376 O 3 15.9994 ",
,,,,"Cu3PO4","CuãPOä","cu3po4",285.60931396484375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Cu 3 63.546 P 1 30.97376 O 4 15.9994 ",
,,,,"Cu2MoO4","CuâMoOä","cu2mo4",287.02960205078125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Cu 2 63.546 Mo 1 95.94 O 4 15.9994 ",
,,,,"AgPO3","AgPOã","agpo3",186.84019470214844,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ag 1 107.8682 P 1 30.97376 O 3 15.9994 ",
,,,,"BaHPO4","BaHPOä","bahpo4",233.30630493164062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Ba 1 137.327 H 1 1.00794 P 1 30.97376 O 4 15.9994 ",
,,,,"Al(PO3)3","Al(POã)ã","alpo3",263.89739990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Al 1 26.98154 P 3 30.97376 O 9 15.9994 ",
,,,,"Ba(PO3)2","Ba(POã)â","bapo2",295.2709045410156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Ba 1 137.327 P 2 30.97376 O 6 15.9994 ",
,,,,"ErO2","ErOâ","er4",199.25880432128906,,,0.699999988079071,,false,,false,false,"ErO2,RmOn,ErmOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"Er 1 167.26 O 2 15.9994 ",
,,,,"YbO2","YbOâ","yb4",205.03880310058594,,,0.699999988079071,,false,,false,false,"YbO2,RmOn,YbmOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"Yb 1 173.04 O 2 15.9994 ",
,,,,"Ge2Se2Te","GeâSeâTe","gesete",430.739990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ge 2 72.61 Se 2 78.96 Te 1 127.6 ",
,,,,"BPO4","BPOä","bpo4",105.78240203857422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"B 1 10.811 P 1 30.97376 O 4 15.9994 ",
,,,,"Am2O3","AmâOã","am",534.1209716796875,,,0.699999988079071,,false,,false,false,"Am2O3,RmOn,AmmOn,R2O3",0,0,1,"##0.##;##0.00;\-;\*",0,"R2O3",5,"Am 2 243.0614 O 3 15.9994 ",
,,,,"Np2O3","NpâOã","np",522.0946044921875,,,0.699999988079071,,false,,false,false,"Np2O3,RmOn,NpmOn,R2O3",0,0,1,"##0.##;##0.00;\-;\*",0,"R2O3",5,"Np 2 237.0482 O 3 15.9994 ",
,,,,"Pu2O3","PuâOã","pu",536.1265869140625,,,0.699999988079071,,false,,false,false,"Pu2O3,RmOn,PumOn,R2O3",0,0,1,"##0.##;##0.00;\-;\*",0,"R2O3",5,"Pu 2 244.0642 O 3 15.9994 ",
,,,,"TcO2","TcOâ","tc4",129.906005859375,,,0.699999988079071,,false,,false,false,"TcO2,RmOn,TcmOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"Tc 1 97.9072 O 2 15.9994 ",
,,,,"RhO2","RhOâ","rh4",134.904296875,,,0.699999988079071,,false,,false,false,"RhO2,RmOn,RhmOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"Rh 1 102.9055 O 2 15.9994 ",
,,,,"TeO","TeO","te2",143.59939575195312,,,0.699999988079071,,false,,false,false,"TeO,RmOn,TemOn,RO",0,0,1,"##0.##;##0.00;\-;\*",0,"RO",2,"Te 1 127.6 O 1 15.9994 ",
,,,,"SO4","SOä","so4",96.0635986328125,,,0.699999988079071,,false,,false,false,"SO4,RmOn,SmOn",0,0,1,"##0.##;##0.00;\-;\*",0,"Others",5,"S 1 32.066 O 4 15.9994 ",
,,,,"Yb2S3","YbâSã","yb2s3",442.27801513671875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Yb 2 173.04 S 3 32.066 ",
,,,,"TeI","TeI","tei",254.50450134277344,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",2,"Te 1 127.6 I 1 126.9045 ",
,,,,"Ho2(SO4)3","Hoâ(SOä)ã","hoso",618.0513916015625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Ho 2 164.9303 S 3 32.066 O 12 15.9994 ",
,,,,"TlAsSe2","TlAsSeâ","tlasse",437.22491455078125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Tl 1 204.3833 As 1 74.92159 Se 2 78.96 ",
,,,,"Th(SO4)2","Th(SOä)â","thso",424.1653137207031,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",11,"Th 1 232.0381 S 2 32.066 O 8 15.9994 ",
,,,,"ZrS2","ZrSâ","zrs2",155.3560028076172,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Zr 1 91.224 S 2 32.066 ",
,,,,"H","H","h0",1.0079400539398193,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"H 1 1.00794",
,,,,"He","He","he0",4.0026021003723145,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"He 1 4.002602",
,,,,"Ne","Ne","ne0",20.17970085144043,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Ne 1 20.1797",
,,,,"Ar","Ar","ar0",39.948001861572266,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Ar 1 39.948",
,,,,"V","V","v0",50.94150161743164,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"V 1 50.9415",
,,,,"Cr","Cr","cr0",51.99610137939453,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Cr 1 51.9961",
,,,,"Kr","Kr","kr0",83.80000305175781,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Kr 1 83.8",
,,,,"Tc","Tc","tc0",97.9072036743164,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Tc 1 97.9072",
,,,,"Xe","Xe","xe0",131.2899932861328,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Xe 1 131.29",
,,,,"Pm","Pm","pm0",144.91270446777344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Pm 1 144.9127",
,,,,"Hf","Hf","hf0",178.49000549316406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Hf 1 178.49",
,,,,"Re","Re","re0",186.20700073242188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Re 1 186.207",
,,,,"Os","Os","os0",190.1999969482422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Os 1 190.2",
,,,,"Ir","Ir","ir0",192.22000122070312,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Ir 1 192.22",
,,,,"Po","Po","po0",208.98240661621094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Po 1 208.9824",
,,,,"At","At","at0",209.9871063232422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"At 1 209.9871",
,,,,"Rn","Rn","rn0",222.01759338378906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Rn 1 222.0176",
,,,,"Fr","Fr","fr0",223.0196990966797,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Fr 1 223.0197",
,,,,"Ra","Ra","ra0",226.02540588378906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Ra 1 226.0254",
,,,,"Ac","Ac","ac0",227.02780151367188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Ac 1 227.0278",
,,,,"Th","Th","th0",232.03810119628906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Th 1 232.0381",
,,,,"Pa","Pa","pa0",231.03590393066406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Pa 1 231.0359",
,,,,"U","U","u0",238.02890014648438,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"U 1 238.0289",
,,,,"Np","Np","np0",237.04820251464844,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Np 1 237.0482",
,,,,"Pu","Pu","pu0",244.06419372558594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",0,"Pu 1 244.0642",
,,,,"HoCl3","HoClã","hocl3",271.28839111328125,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Ho 1 164.9303 Cl 3 35.4527 ",
,,,,"Au2O3","AuâOã","au3",441.93121337890625,,,0.699999988079071,,false,,false,false,"Au2O3,RmOn,AumOn,R2O3",0,0,1,"##0.##;##0.00;\-;\*",0,"R2O3",5,"Au 2 196.9665 O 3 15.9994 ",
,,,,"Ag2Se5","AgâSeå","ag2se5",610.536376953125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Ag 2 107.8682 Se 5 78.96 ",
,,,,"CeSe","CeSe","cese",219.0749969482422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ce 1 140.115 Se 1 78.96 ",
,,,,"YbSe","YbSe","ybse",252,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Yb 1 173.04 Se 1 78.96 ",
,,,,"Zn3(PO4)2","Znã(POä)â","zn3po4",386.1127014160156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Zn 3 65.39 P 2 30.97376 O 8 15.9994 ",
,,,,"Na3PO4","NaãPOä","na3po4",163.94070434570312,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Na 3 22.98977 P 1 30.97376 O 4 15.9994 ",
,,,,"Li2WO4","LiâWOä","li2wo4",261.7296142578125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Li 2 6.941 W 1 183.85 O 4 15.9994 ",
,,,,"Li2MoO4","LiâMoOä","li2mo4",173.81959533691406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Li 2 6.941 Mo 1 95.94 O 4 15.9994 ",
,,,,"MgI2","MgIâ","mgi2",278.114013671875,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Mg 1 24.305 I 2 126.9045 ",
,,,,"TlTe","TlTe","tlte1",331.9833068847656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Tl 1 204.3833 Te 1 127.6 ",
,,,,"CdAs2","CdAsâ","cdas2",262.25421142578125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Cd 1 112.411 As 2 74.92159 ",
,,,,"SbBr3","SbBrã","sbbr3",361.4620056152344,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Sb 1 121.75 Br 3 79.904 ",
,,,,"GeSBr2","GeSBrâ","gesbr2",264.4840087890625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ge 1 72.61 S 1 32.066 Br 2 79.904 ",
,,,,"GeSeBr2","GeSeBrâ","gesebr",311.37799072265625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ge 1 72.61 Se 1 78.96 Br 2 79.904 ",
,,,,"Sn2S3","SnâSã","sn2s3",333.6180114746094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Sn 2 118.71 S 3 32.066 ",
,,,,"TlAsTe2","TlAsTeâ","tlaste",534.5048828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Tl 1 204.3833 As 1 74.92159 Te 2 127.6 ",
,,,,"La2Se3","LaâSeã","la2se3",514.6909790039062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"La 2 138.9055 Se 3 78.96 ",
,,,,"BaB2O4","BaBâOä","bab",222.94659423828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Ba 1 137.327 B 2 10.811 O 4 15.9994 ",
,,,,"BaGeO3","BaGeOã","bage",257.9352111816406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ba 1 137.327 Ge 1 72.61 O 3 15.9994 ",
,,,,"AsSI","AsSI","assi",233.89210510253906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 1 74.92159 S 1 32.066 I 1 126.9045 ",
